stop_id,quantidade_ocorrencias,stop_lat,stop_lon
4128O00172C0,26,-23.0065,-43.309209
4128O00109C0,26,-23.00633,-43.312271
5141O00029C9,23,-22.877109,-43.473056
5141O00010C9,21,-22.87553,-43.46543
ejlo,20,-22.89211,-43.214487
6oes,19,-22.887372,-43.223594
3039O00005C0,19,-22.884006,-43.235933
3039O00006C0,19,-22.880673,-43.238808
3039O00021C0,19,-22.88557,-43.23452
3157O00003C0,19,-22.877531,-43.240994
1004O00005C0,19,-22.88464,-43.2265
1004O00006C0,19,-22.88546,-43.22908
1004O00003C0,19,-22.8886,-43.22001
5142O00075C9,18,-22.88261,-43.487531
5139O00010C9,18,-22.876478,-43.426874
5141O00260C9,18,-22.880286,-43.470283
5141O00030C9,18,-22.878237,-43.474677
5140O00006C9,18,-22.876345,-43.454027
5141O00009C9,18,-22.875437,-43.461752
5141O00008C9,18,-22.875651,-43.457262
5142O00008C9,17,-22.882037,-43.482647
5139O00015C9,17,-22.875409,-43.442151
5139O00014C9,17,-22.875577,-43.439995
5139O00013C9,17,-22.87573,-43.43715
djub,17,-22.996211,-43.260525
4128O00083C0,17,-23.002636,-43.324602
4128O00086C0,17,-23.000258,-43.333797
4128O00087C0,17,-22.99995,-43.33863
5139O00016C9,17,-22.875263,-43.444354
5141O00033C9,17,-22.880703,-43.480071
5140O00005C9,17,-22.876188,-43.451069
5140O00004C9,17,-22.876396,-43.449287
1161O00021S0,17,-22.91241,-43.18541
5139O00012C9,17,-22.87607,-43.4317
4128O00084C0,17,-23.00146,-43.32749
4128O00085C0,17,-23.00054,-43.33026
5139O00011C9,17,-22.87629,-43.42894
5139O00009C9,17,-22.87672,-43.423429
4128O00091C0,17,-22.99971,-43.35033
2031O00014C0,17,-22.99749,-43.26473
4116O00027C0,17,-22.964,-43.33557
5141O00264C9,17,-22.879971,-43.478288
a3cr,17,-22.999633,-43.353628
4128O00090C0,17,-22.999791,-43.346258
4128O00089C0,17,-22.999832,-43.343872
5141O00031C9,17,-22.879357,-43.476893
