stop_id,quantidade_ocorrencias,stop_lat,stop_lon
1008O00022S0,89,-22.91013,-43.205583
2032O00028C0,87,-22.908498,-43.209965
1005O00030S0,68,-22.900515,-43.177892
1008O00005S0,60,-22.908619,-43.201048
3083O00083C0,53,-22.879495,-43.332542
1005O00012S0,53,-22.905624,-43.193575
3039O00038C0,53,-22.884608,-43.236203
3039O00009C0,53,-22.88592,-43.23489
3083O00082C0,52,-22.877572,-43.335695
3039O00008C0,51,-22.87796,-43.24145
1005O00060C0,51,-22.90623,-43.193405
1158O00001C0,50,-22.885926,-43.228785
1005O00180C0,50,-22.90664,-43.18006
2035O00059C0,50,-22.910653,-43.221862
1008O00030S0,48,-22.909665,-43.206426
2035O00079C0,48,-22.910814,-43.21828
2024O00026S0,48,-22.963709,-43.178321
2032O00021C0,47,-22.91154,-43.214381
1008O00026S0,46,-22.9075,-43.19952
1005O00197C0,45,-22.905593,-43.182786
3040O00042C0,45,-22.855944,-43.248033
3041O00014C0,45,-22.85489,-43.24796
3041O00013C0,45,-22.853,-43.24792
dies,44,-22.856472,-43.248027
1005O00181C0,44,-22.90649,-43.17764
3082O00054C0,43,-22.881225,-43.329656
1012O00036C9,43,-22.89905,-43.23663
1005O00158S0,43,-22.903662,-43.187524
5o6j,43,-22.906503,-43.17581
1005O00234C0,43,-22.908392,-43.189263
3082O00041C1,43,-22.882414,-43.327022
1012O00035C9,42,-22.898993,-43.239452
3040O00015C0,42,-22.87026,-43.24704
3082O00015C0,42,-22.880945,-43.324178
3040O00013C1,42,-22.86074,-43.24814
ejlo,41,-22.89211,-43.214487
1005O00198C0,41,-22.9044,-43.18332
2024O00093S0,41,-22.97608,-43.19251
4128O00172C0,40,-23.0065,-43.309209
4128O00057C0,40,-22.999349,-43.35729
2024O00043S0,40,-22.9716,-43.18967
1005O00375S2,40,-22.903332,-43.184461
2024O00048S0,40,-22.96953,-43.18727
1010O00130C1,40,-22.900021,-43.211165
2024O00030S0,40,-22.97362,-43.1913
5135O00013C0,40,-22.853299,-43.393713
1005O00094C0,40,-22.90988,-43.16846
5135O00012C9,40,-22.861795,-43.41057
1012O00032C0,39,-22.897413,-43.236747
1003O00028C0,39,-22.907146,-43.209478
3040O00052C2,39,-22.867246,-43.255591
1010O00020C0,39,-22.90617,-43.21025
1012O00034C0,39,-22.89443,-43.23866
2024O00032S0,39,-22.983906,-43.191828
2024O00045S0,39,-22.9818,-43.19247
1012O00033C0,39,-22.89618,-43.23688
2035O00087C0,38,-22.911268,-43.224872
1010O00072C0,38,-22.904485,-43.214703
1003O00026C0,38,-22.907569,-43.209274
3082O00002C0,38,-22.88283,-43.34025
3040O00014C1,38,-22.86471,-43.24819
1010O00096C0,38,-22.90518,-43.214246
1158O00010C0,38,-22.88639,-43.22657
56qn,38,-22.903383,-43.209714
5139O00233C0,37,-22.866032,-43.425502
2035O00071C0,37,-22.915485,-43.229139
5144O00020C0,37,-22.90429,-43.55658
2035O00086C0,37,-22.913135,-43.22715
2024O00028S0,37,-22.96748,-43.18412
5139O00234C0,36,-22.863269,-43.439895
4128O00018C0,36,-23.000356,-43.357617
2020O00134C0,36,-22.943212,-43.180541
3106O00044C9,36,-22.845803,-43.377968
5139O00231C0,36,-22.864042,-43.435499
1010O00021C0,36,-22.89479,-43.21542
1158O00012C0,36,-22.88901,-43.22447
tsbj,36,-22.891756,-43.222178
1003O00031C0,36,-22.906314,-43.209542
3106O00013C9,36,-22.84486,-43.37643
5134O00038C9,36,-22.84688,-43.37968
5140O00008C0,36,-22.861664,-43.448712
5139O00230C0,36,-22.86376,-43.43729
1005O00190C0,36,-22.909323,-43.174306
1005O00189C0,36,-22.90843,-43.17465
2025O00020S0,36,-22.985628,-43.198174
2024O00041S0,35,-22.96616,-43.1821
2020O00135C0,35,-22.945815,-43.181907
2020O00136C0,35,-22.949609,-43.180646
1005O00249S0,35,-22.90266,-43.17553
5139O00232C9,35,-22.864645,-43.43201
3063O00027S9,35,-22.90576,-43.27688
3064O00002C0,35,-22.88744,-43.2864
3063O00073S1,35,-22.90386,-43.27879
5139O00235C9,35,-22.86227,-43.44518
5141O00001C9,35,-22.859704,-43.457426
2020O00137C0,35,-22.955002,-43.178405
1005O00376S2,35,-22.903617,-43.185315
1012O00043C0,35,-22.891622,-43.240485
5140O00079C9,35,-22.861314,-43.44854
4128O00109C0,34,-23.00633,-43.312271
5140O00080C9,34,-22.860843,-43.451217
1005O00219C0,34,-22.912419,-43.174325
1006O00015C0,34,-22.91618,-43.19452
2035O00002S0,34,-22.91533,-43.2325
5139O00205C9,34,-22.862677,-43.441036
2032O00027C0,34,-22.90774,-43.21014
1012O00044C0,34,-22.89067,-43.24193
5139O00043C9,33,-22.878132,-43.433947
5135O00001C9,33,-22.85307,-43.393978
2020O00133C0,33,-22.942619,-43.177023
1005O00057S0,33,-22.90319,-43.18456
4128O00139C0,33,-23.007424,-43.306098
2020O00012C0,33,-22.952751,-43.175966
1012O00039C0,33,-22.89788,-43.24049
5144O00461C0,33,-22.905703,-43.558953
5139O00204C9,33,-22.86538,-43.425586
2020O00130C0,33,-22.953658,-43.181575
1010O00070C9,33,-22.90052,-43.22503
1010O00047C0,33,-22.8904,-43.21891
5139O00003C9,33,-22.86502,-43.42724
5139O00044C9,33,-22.87864,-43.42896
5135O00002C0,32,-22.8621,-43.41192
2035O00019S0,32,-22.91365,-43.23451
3082O00018C0,32,-22.882534,-43.33687
1012O00013C0,32,-22.891768,-43.240794
5139O00006C9,32,-22.8634,-43.43716
1008O00019S0,32,-22.907776,-43.198426
5139O00008C9,32,-22.86207,-43.44451
5140O00073C0,32,-22.861062,-43.451848
1012O00012C0,32,-22.890765,-43.242335
3053O00007C0,32,-22.881083,-43.272751
3053O00009C1,32,-22.878595,-43.266048
1010O00081C0,32,-22.902025,-43.210979
2036O00079C0,32,-22.91649,-43.23876
1004O00006C0,31,-22.88546,-43.22908
1005O00020S0,31,-22.90723,-43.18272
3083O00081C0,31,-22.875623,-43.339006
5141O00025C0,31,-22.859405,-43.46113
1010O00079C0,31,-22.90411,-43.21611
2033O00187C0,31,-22.920869,-43.217647
3071O00006C2,31,-22.8842,-43.29133
1010O00080C0,31,-22.90341,-43.21449
3082O00007C0,31,-22.88058,-43.32313
2031O00001C0,31,-22.999269,-43.269144
2036O00058S9,31,-22.917543,-43.244913
3066O00003C2,31,-22.885668,-43.290084
2036O00094C0,31,-22.91611,-43.23688
3039O00021C0,31,-22.88557,-43.23452
3053O00008C0,31,-22.878863,-43.265859
5139O00004C9,31,-22.864184,-43.432799
r156,31,-22.877169,-43.336312
5141O00256C9,31,-22.880073,-43.466605
5139O00002C9,30,-22.865192,-43.422267
5144O00456C9,30,-22.907814,-43.563654
3043L00106C0,30,-22.840567,-43.28129
1008O00002S0,30,-22.909508,-43.205978
5144O00486P9,30,-22.9016,-43.55535
1005O00241C0,30,-22.90795,-43.19572
1012O00009C1,30,-22.88533,-43.25221
4128O00021C0,30,-23.000491,-43.349954
4128O00020C0,30,-23.000453,-43.352329
1005O00152S0,30,-22.90519,-43.17367
5141O00026C9,30,-22.860023,-43.457794
3076O00017C1,30,-22.83228,-43.32865
2031O00002C0,30,-22.99816,-43.26568
4128O00138C0,30,-23.007165,-43.310983
2035O00078C0,30,-22.909899,-43.22033
2033O00186C0,30,-22.921477,-43.219876
3039O00005C0,29,-22.884006,-43.235933
1008O00003S2,29,-22.910283,-43.205532
3106O00045C2,29,-22.8431,-43.37356
3039O00006C0,29,-22.880673,-43.238808
3065O00003C0,29,-22.887155,-43.280679
1010O00068C9,29,-22.899786,-43.228369
2035O00041S0,29,-22.915808,-43.231818
3082O00005C2,29,-22.88284,-43.3224
3082O00004C1,29,-22.88256,-43.32373
4128O00023C0,29,-23.000556,-43.346124
3065O00004C0,29,-22.88591,-43.27898
1005O00018S0,29,-22.90853,-43.17225
5141O00005C9,29,-22.85867,-43.502831
1004O00003C0,29,-22.8886,-43.22001
5144O00168C9,29,-22.886032,-43.558335
3070O00001C2,29,-22.88548,-43.30031
5162O00001C9,28,-22.85523,-43.48228
3155O00003C0,28,-22.886927,-43.250822
3155O00002C0,28,-22.88517,-43.25266
3065O00001C0,28,-22.887738,-43.283511
1010O00057C0,28,-22.898528,-43.219336
2033O00175C0,28,-22.928422,-43.2364
2033O00178C0,28,-22.924441,-43.232888
2033O00183C0,28,-22.925011,-43.226231
2033O00184C0,28,-22.924276,-43.22377
2031O00013C0,28,-22.99468,-43.25777
2033O00176C0,28,-22.927087,-43.235595
2033O00182C0,28,-22.924382,-43.22783
2033O00181C0,28,-22.92361,-43.229666
1004O00005C0,28,-22.88464,-43.2265
2026O00020S0,28,-22.98481,-43.21911
3082O00017C0,28,-22.881116,-43.330479
2026O00037S0,28,-22.98514,-43.2216
4122O00300P1,28,-22.923392,-43.374281
5139O00055C9,28,-22.87894,-43.42575
5144O00170C9,28,-22.890821,-43.559679
3063O00076C2,28,-22.903066,-43.282178
djub,28,-22.996211,-43.260525
3063O00077C2,28,-22.902558,-43.281207
1009O00009S9,28,-22.91564,-43.20808
3053O00006C0,28,-22.8822,-43.2754
1008O00001S0,28,-22.90769,-43.20011
3043O00036C0,28,-22.841262,-43.275771
3106O00011C9,27,-22.84171,-43.37129
3106O00009C1,27,-22.84578,-43.37888
3110O00037C0,27,-22.83246,-43.34291
1011O00012C9,27,-22.900175,-43.234575
3043O00037C0,27,-22.840654,-43.277909
5141O00254C9,27,-22.8568,-43.47218
2020O00002S0,27,-22.947373,-43.182628
2020O00072S0,27,-22.946944,-43.182126
3157O00003C0,27,-22.877531,-43.240994
5144O00169C9,27,-22.887202,-43.559338
3083O00027C0,27,-22.872642,-43.338874
2026O00076C0,27,-22.98471,-43.22297
3079O00041C2,27,-22.884744,-43.316116
3083O00026C0,27,-22.87407,-43.33687
3106O00046C2,27,-22.840251,-43.368941
4128O00028C0,27,-23.00156,-43.3295
4128O00027C0,27,-23.00115,-43.331866
1012O00008C1,27,-22.887018,-43.250415
3065O00046C1,27,-22.887427,-43.284126
4128O00183C0,27,-23.000909,-43.335715
3061O00027S0,27,-22.90464,-43.26452
5134O00002C0,27,-22.847904,-43.382307
3043O00038C0,27,-22.84008,-43.279781
3079O00001C2,27,-22.8835,-43.32058
2031O00014C0,27,-22.99749,-43.26473
3065O00005C0,27,-22.88441,-43.27719
4128O00033C0,27,-23.008462,-43.303731
4128O00025C0,27,-23.000678,-43.339595
3079O00002C2,27,-22.88445,-43.31751
4128O00024C0,27,-23.000634,-43.342706
1010O00067C9,27,-22.90022,-43.23003
1010O00066C0,27,-22.900648,-43.232294
3082O00019C0,27,-22.882138,-43.331007
6oes,27,-22.887372,-43.223594
2020O00059S0,26,-22.951101,-43.183259
5162O00002C9,26,-22.854785,-43.487522
3110O00038C0,26,-22.83518,-43.341
3110O00036C0,26,-22.831528,-43.344526
4115O00049C0,26,-22.970035,-43.36076
5162O00007C9,26,-22.85476,-43.49044
4124O00004C0,26,-22.898012,-43.352228
5144O00078C9,26,-22.893987,-43.559913
2025O00033S0,26,-22.98545,-43.201607
3076O00026C9,26,-22.82455,-43.3324
3060O00001S0,26,-22.90407,-43.2627
2032O00008S9,26,-22.91608,-43.212
5137O00001C9,26,-22.884749,-43.405217
5162O00021C0,26,-22.85609,-43.4926
5162O00005C0,26,-22.85552,-43.48228
3077O00009C0,26,-22.83734,-43.3399
3079O00040C2,26,-22.88498,-43.31429
3106O00007C1,26,-22.84398,-43.37593
1005O00004S0,26,-22.905275,-43.192459
3106O00008C0,26,-22.8444,-43.37664
4128O00029C0,26,-23.00221,-43.327861
4122O00172C0,26,-22.934876,-43.372277
2038O00095C0,26,-22.919683,-43.261361
3058O00011S0,26,-22.90292,-43.24876
3057O00005S0,26,-22.9045,-43.24473
3058O00010S0,26,-22.90305,-43.25057
2033O00185C0,26,-22.922754,-43.222164
4128O00184C0,26,-23.00346,-43.324697
2032O00012S9,26,-22.9158,-43.21098
2033O00040S9,26,-22.91704,-43.21443
wdbf,26,-22.90332,-43.246814
3066O00060C1,26,-22.88522,-43.2901
3066O00059C1,26,-22.886637,-43.287836
3066O00058C1,26,-22.88708,-43.28657
3082O00016C0,26,-22.88163,-43.32648
2033O00173C0,26,-22.932316,-43.240406
5162O00003C9,25,-22.8553,-43.49289
2015O00035C0,25,-22.936477,-43.17411
5144O00468C9,25,-22.923541,-43.566355
5137O00032C9,25,-22.88511,-43.40259
3042O00035C0,25,-22.847823,-43.26707
5162O00022C0,25,-22.855105,-43.487509
3061O00026S9,25,-22.9051,-43.26781
3060O00007S9,25,-22.90386,-43.25888
3059O00006S0,25,-22.90328,-43.25345
2033O00198C0,25,-22.92259,-43.23193
3052O00002C1,25,-22.878337,-43.261822
3063O00033C2,25,-22.90433,-43.285604
a3cr,25,-22.999633,-43.353628
1005O00359S0,25,-22.905052,-43.189782
3063O00032C2,25,-22.90451,-43.28764
5144O00015C9,25,-22.92179,-43.56375
3061O00013C0,25,-22.91324,-43.26539
3059O00005S0,25,-22.90353,-43.2558
2031O00018C0,25,-22.992183,-43.253819
2033O00188C0,25,-22.919841,-43.215123
4128O00091C0,25,-22.99971,-43.35033
3076O00124C0,25,-22.82177,-43.323799
4128O00030C0,25,-23.004069,-43.323149
3071O00005C2,25,-22.88182,-43.29431
2026O00088C0,25,-22.98097,-43.22375
2026O00086C0,25,-22.98294,-43.22342
3083O00035C0,25,-22.87924,-43.34165
3083O00017C0,25,-22.87777,-43.336183
1010O00109C0,25,-22.897982,-43.217549
5141O00004C9,25,-22.85681,-43.49683
5141O00024C9,25,-22.857615,-43.472534
2020O00074S0,25,-22.941484,-43.179766
2020O00075S0,25,-22.942616,-43.181153
5141O00315C9,25,-22.857112,-43.496716
2033O00042S9,24,-22.92163,-43.22848
3110O00006C1,24,-22.831184,-43.352072
5144O00156C0,24,-22.93344,-43.57498
1012O00011C0,24,-22.890046,-43.244457
3042O00036C0,24,-22.84659,-43.26754
3043O00009C0,24,-22.82998,-43.2711
1014O00093C0,24,-22.917465,-43.194038
2033O00026S9,24,-22.92097,-43.22676
5144O00414C0,24,-22.91077,-43.5646
3041O00011C0,24,-22.847834,-43.247621
4117O00006C0,24,-22.95425,-43.35474
3042O00011C0,24,-22.83712,-43.25831
3043O00091C0,24,-22.83544,-43.2614
5141O00041C9,24,-22.87973,-43.46439
4127O00071C0,24,-22.99326,-43.30326
3079O00042C2,24,-22.885103,-43.311568
3069O00058C2,24,-22.88672,-43.306443
2016O00019C0,24,-22.92115,-43.1738
3069O00003C2,24,-22.88646,-43.30281
5141O00213C9,24,-22.85738,-43.46871
2016O00024C0,24,-22.924585,-43.172737
3061O00025S0,24,-22.90651,-43.27094
3061O00024S0,24,-22.90826,-43.27383
2015O00031C0,24,-22.933994,-43.174512
2015O00039C0,24,-22.9396,-43.17493
2015O00040C0,24,-22.940622,-43.176194
3063O00003C0,24,-22.902407,-43.277114
3062O00003S1,24,-22.90785,-43.27568
1010O00073C0,24,-22.901864,-43.216433
3061O00011C2,24,-22.91346,-43.26939
3061O00012C2,24,-22.91302,-43.26663
2033O00189C0,24,-22.918276,-43.21223
3076O00126C0,24,-22.82325,-43.32839
3082O00051C0,24,-22.882382,-43.333901
3082O00009C0,24,-22.87774,-43.3268
1010O00084C0,24,-22.8993,-43.21664
1010O00086C0,24,-22.89585,-43.21893
4128O00082C0,24,-23.004624,-43.319744
